Ticker,Name,Sector,Industry
TORM,TOR Minerals International Inc.,Basic Materials,Specialty Chemicals
TOWR,"Tower International, Inc.",Industrial Goods,Metal Fabrication
TPC,Tutor Perini Corporation,Industrial Goods,Heavy Construction
TPH,"TRI Pointe Homes, Inc.",Industrial Goods,Residential Construction
TPL,Texas Pacific Land Trust,Financial,Real Estate Development
TPLM,Triangle Petroleum Corporation,Basic Materials,Independent Oil & Gas
TPX,Tempur Sealy International Inc.,Consumer Goods,Home Furnishings & Fixtures
TQNT,"TriQuint Semiconductor, Inc.",Technology,Semiconductor - Integrated Circuits
TR,Tootsie Roll Industries Inc.,Consumer Goods,Confectioners
TRAK,"Dealertrack Technologies, Inc.",Technology,Internet Software & Services
TREE,"Tree.Com, Inc.",Financial,Mortgage Investment
TREX,Trex Co. Inc.,Industrial Goods,General Building Materials
TRC,Tejon Ranch Co.,Financial,Property Management
TRGT,"Targacept, Inc.",Healthcare,Biotechnology
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers
TRIT,"Tri-Tech Holding, Inc.",,
TRLA,"Trulia, Inc.",Technology,Internet Service Providers
TRLG,"True Religion Apparel, Inc.",,
TRMB,Trimble Navigation Limited,Technology,Scientific & Technical Instruments
TRMK,Trustmark Corporation,Financial,Regional - Southeast Banks
TRNO,Terreno Realty Corp.,Financial,REIT - Industrial
TRNS,Transcat Inc.,Technology,Scientific & Technical Instruments
TROV,"TrovaGene, Inc.",Healthcare,Biotechnology
TRNX,Tornier N.V.,Healthcare,Medical Instruments & Supplies
TROVU,"TrovaGene, Inc.",,
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management
TRR,TRC Companies Inc.,Industrial Goods,Waste Management
TRST,TrustCo Bank Corp. NY,Financial,Regional - Northeast Banks
TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance
TRXI,"TRX, Inc.",,
TRW,TRW Automotive Holdings Corp.,Consumer Goods,Auto Parts
TSBK,"Timberland Bancorp, Inc.",Financial,Savings & Loans
TSC,"Tristate Capital Holdings, Inc.",Financial,Money Center Banks
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other"
TSH,Teche Holding Company,Financial,Savings & Loans
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing
TSLA,"Tesla Motors, Inc.",Consumer Goods,Auto Manufacturers - Major
TSPT,"Transcept Pharmaceuticals, Inc.",Healthcare,Biotechnology
TSRA,Tessera Technologies Inc.,Technology,Semiconductor Equipment & Materials
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products
TSRO,"Tesaro, Inc.",Healthcare,Biotechnology
TSYS,TeleCommunication Systems Inc.,Technology,Application Software
TTC,Toro Co.,Industrial Goods,Small Tools & Accessories
TTEC,TeleTech Holdings Inc.,Services,Business Services
TTEK,Tetra Tech Inc.,Services,Technical Services
TTGT,"TechTarget, Inc.",Technology,Internet Information Providers
TTI,"TETRA Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services
TTMI,TTM Technologies Inc.,Technology,Printed Circuit Boards
TTPH,"Tetraphase Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major
TTWO,Take-Two Interactive Software Inc.,Technology,Multimedia & Graphics Software
TUES,Tuesday Morning Corporation,Services,"Discount, Variety Stores"
TUMI,"Tumi Holdings, Inc.",Services,"Specialty Retail, Other"
TUP,Tupperware Brands Corporation,Consumer Goods,Packaging & Containers
TW,Towers Watson & Co.,Services,Management Services
TWC,Time Warner Cable Inc.,Services,CATV Systems
TWER,Towerstream Corporation,Technology,Diversified Communication Services
TWIN,"Twin Disc, Incorporated",Industrial Goods,Diversified Machinery
TWMC,Trans World Entertainment Corporation,Services,Music & Video Stores
TWI,Titan International Inc.,Consumer Goods,Rubber & Plastics
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential
TWTC,TW Telecom Inc.,Technology,Telecom Services - Domestic
TWX,Time Warner Inc.,Services,Entertainment - Diversified
TXI,Texas Industries Inc.,Industrial Goods,Cement
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line
TXRH,"Texas Roadhouse, Inc.",Services,Restaurants
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified
TYC,Tyco International Ltd.,Services,Security & Protection Services
TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software
TYPE,Monotype Imaging Holdings Inc.,Technology,Application Software
TZOO,Travelzoo Inc.,Technology,Internet Information Providers
UACL,Universal Truckload Services Inc.,Services,Trucking
UAHC,United American Healthcare Corp.,,
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing
UAL,"United Continental Holdings, Inc.",Services,Major Airlines
UAM,Universal American Corp,Healthcare,Health Care Plans
UAMY,United States Antimony Corp.,Basic Materials,Industrial Metals & Minerals
UAN,"CVR Partners, LP",Basic Materials,Agricultural Chemicals
UBA,Urstadt Biddle Properties Inc.,Financial,REIT - Retail
UBCP,United Bancorp Inc.,Financial,Regional - Midwest Banks
UBFO,United Security Bancshares,Financial,Regional - Pacific Banks
UBNK,"United Financial Bancorp, Inc.",Financial,Savings & Loans
UBNT,"Ubiquiti Networks, Inc.",Technology,Wireless Communications
UBOH,United Bancshares Inc.,Financial,Money Center Banks
UBP,Urstadt Biddle Properties Inc.,,
UBSH,Union Bankshares Corporation,Financial,Regional - Mid-Atlantic Banks
UBSI,United Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks
UCFC,United Community Financial Corp.,Financial,Savings & Loans
UCI,UBS E-TRACS CMCI TR ETN,,
UCTT,Ultra Clean Holdings Inc.,Technology,Semiconductor - Specialized
UDR,"UDR, Inc.",Financial,REIT - Residential
UEC,Uranium Energy Corp.,Basic Materials,Industrial Metals & Minerals
UEIC,Universal Electronics Inc.,Consumer Goods,Electronic Equipment
UEPS,Net 1 Ueps Technologies Inc.,Services,Business Services
UFCS,"United Fire Group, Inc",Financial,Property & Casualty Insurance
UFI,Unifi Inc.,Industrial Goods,Textile Industrial
UFPI,Universal Forest Products Inc.,Industrial Goods,General Building Materials
UFPT,"UFP Technologies, Inc.",Consumer Goods,Packaging & Containers
UFS,Domtar Corporation,Consumer Goods,Paper & Paper Products
UG,United-Guardian Inc.,Consumer Goods,Personal Products
UHAL,AMERCO,Services,Rental & Leasing Services
UGI,UGI Corporation,Utilities,Diversified Utilities
UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities
UIHC,United Insurance Holdings Corp.,Financial,Property & Casualty Insurance
UIL,UIL Holdings Corporation,Utilities,Gas Utilities
UIS,Unisys Corporation,Technology,Information Technology Services
UHS,Universal Health Services Inc.,Healthcare,Hospitals
ULBI,Ultralife Corp.,Industrial Goods,Industrial Electrical Equipment
ULGX,"Urologix, Inc.",Healthcare,Medical Appliances & Equipment
ULTA,"ULTA Salon, Cosmetics & Fragrance, Inc.",Services,"Specialty Retail, Other"
ULTI,"The Ultimate Software Group, Inc.",Technology,Internet Software & Services
UMPQ,Umpqua Holdings Corporation,Financial,Regional - Pacific Banks
UNAM,Unico American Corp.,Financial,Property & Casualty Insurance
UNB,"Union Bankshares, Inc.",Financial,Regional - Northeast Banks
UNF,UniFirst Corp.,Consumer Goods,Textile - Apparel Clothing
UNFI,"United Natural Foods, Inc.",Services,Food Wholesale
UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans
UNIS,Unilife Corporation,Healthcare,Medical Instruments & Supplies
UNM,Unum Group,Financial,Accident & Health Insurance
UNP,Union Pacific Corporation,Services,Railroads
UNS,UNS Energy Corporation,Utilities,Electric Utilities
UNTD,"United Online, Inc.",Technology,Internet Service Providers
UNTK,"UniTek Global Services, Inc.",Services,Technical Services
UNTY,Unity Bancorp Inc.,Financial,Money Center Banks
UPI,"Uroplasty, Inc.",Healthcare,Medical Appliances & Equipment
UPIP,"Unwired Planet, Inc.",Technology,Application Software
UPL,Ultra Petroleum Corp.,Basic Materials,Independent Oil & Gas
UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services
UQM,UQM Technologies Inc.,Industrial Goods,Industrial Electrical Equipment
URBN,Urban Outfitters Inc.,Services,Apparel Stores
URG,UR-Energy Inc.,Basic Materials,Industrial Metals & Minerals
URI,"United Rentals, Inc.",Services,Rental & Leasing Services
URRE,"Uranium Resources, Inc.",Basic Materials,Industrial Metals & Minerals
URS,URS Corporation,Services,Technical Services
URZ,Uranerz Energy Corp.,Basic Materials,Industrial Metals & Minerals
USAK,USA Truck Inc.,Services,Trucking
USAP,Universal Stainless & Alloy Products Inc.,Basic Materials,Steel & Iron
USAT,USA Technologies Inc.,Services,Business Services
USATP,"USA Technologies, Inc.",,
USB,U.S. Bancorp,Financial,Regional - Midwest Banks
USBI,United Security Bancshares Inc.,Financial,Regional - Southeast Banks
USEG,US Energy Corp.,Basic Materials,Independent Oil & Gas
USG,USG Corporation,Industrial Goods,General Building Materials
USLM,"United States Lime & Minerals, Inc.",Industrial Goods,General Building Materials
USMD,"USMD Holdings, Inc.",Healthcare,Hospitals
USMO,"USA Mobility, Inc.",Technology,Wireless Communications
USNA,USANA Health Sciences Inc.,Healthcare,Drug Related Products
USTR,United Stationers Inc.,Services,Computers Wholesale
USU,USEC Inc.,Basic Materials,Industrial Metals & Minerals
UTEK,"Ultratech, Inc.",Technology,Semiconductor Equipment & Materials
UTI,"Universal Technical Institute, Inc.",Services,Education & Training Services
UTHR,United Therapeutics Corporation,Healthcare,Drug Manufacturers - Other
UTIW,UTi Worldwide Inc.,Services,Air Delivery & Freight Services
UTL,Unitil Corp.,Utilities,Diversified Utilities
UTX,United Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services
UUU,Universal Security Instruments Inc.,Services,Security & Protection Services
UVSP,Univest Corporation of Pennsylvania,Financial,Regional - Northeast Banks
UVV,Universal Corporation,Consumer Goods,"Tobacco Products, Other"
UWN,Nevada Gold & Casinos Inc.,Services,Resorts & Casinos
V,Visa Inc.,Financial,Credit Services
VAC,Marriott Vacations Worldwide Corp.,Services,Resorts & Casinos
VAL,The Valspar Corporation,Basic Materials,Specialty Chemicals
VALU,"Value Line, Inc.",Services,Publishing - Periodicals
VALV,"Shengkai Innovations, Inc.",Services,Industrial Equipment Wholesale
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment
VASC,Vascular Solutions Inc.,Healthcare,Medical Appliances & Equipment
VASO,Vasomedical Inc.,Healthcare,Medical Appliances & Equipment
VBFC,Village Bank & Trust Financial Corp.,Financial,Regional - Mid-Atlantic Banks
VC,Visteon Corporation,Consumer Goods,Auto Parts
VCBI,Virginia Commerce Bancorp Inc.,,
VCLK,"Conversant, Inc.",,
VCRA,"Vocera Communications, Inc.",Technology,Communication Equipment
VDSI,VASCO Data Security International Inc.,Technology,Security Software & Services
VECO,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials
VG,Vonage Holdings Corporation,Technology,Diversified Communication Services
VGZ,Vista Gold Corp.,Basic Materials,Gold
VHC,VirnetX Holding Corp,Technology,Internet Software & Services
VHI,"Valhi, Inc.",Basic Materials,Chemicals - Major Diversified
VIA,"Viacom, Inc.",,
VIAB,"Viacom, Inc.",Services,Entertainment - Diversified
VIAS,"Viasystems Group, Inc.",Technology,Printed Circuit Boards
VICL,Vical Incorporated,Healthcare,Biotechnology
VICR,Vicor Corp.,Technology,Diversified Electronics
VIDE,Video Display Corporation,Technology,Computer Peripherals
VIFL,Food Technology Service Inc.,,
VII,Vicon Industries Inc.,Technology,Security Software & Services
VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment
VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostic Substances
VLGEA,Village Super Market Inc.,Services,Grocery Stores
VITC,"Vitacost.com, Inc.",Services,"Specialty Retail, Other"
VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing
VLTR,Volterra Semiconductor Corporation,,
VLY,Valley National Bancorp,Financial,Regional - Northeast Banks
VMC,Vulcan Materials Company,Industrial Goods,General Building Materials
VMI,"Valmont Industries, Inc.",Industrial Goods,Metal Fabrication
VNDA,"Vanda Pharmaceuticals, Inc.",Healthcare,Biotechnology
VNO,Vornado Realty Trust,Financial,REIT - Diversified
VNTV,"Vantiv, Inc.",Services,Business Services
VOCS,Vocus Inc.,Technology,Internet Software & Services
VOLC,Volcano Corporation,Healthcare,Medical Appliances & Equipment
VOXX,VOXX International Corporation,Services,Electronics Wholesale
VOYA,"Voya Financial, Inc.",Financial,Asset Management
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments
VPHM,ViroPharma Inc.,,
VPRT,Vistaprint N.V.,Services,Business Services
VRA,"Vera Bradley, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories
VRML,"Vermillion, Inc.",Healthcare,Diagnostic Substances
VRNM,Verenium Corporation,,
VRNT,Verint Systems Inc.,Technology,Business Software & Services
VRS,Verso Paper Corp.,Consumer Goods,Paper & Paper Products
VRSK,"Verisk Analytics, Inc.",Services,Business Services
VRSN,"VeriSign, Inc.",Technology,Internet Information Providers
VRTA,"Vestin Realty Mortgage I, Inc",Financial,REIT - Diversified
VRTB,"Vestin Realty Mortgage II, Inc.",Financial,REIT - Diversified
VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management
VRTU,Virtusa Corp.,Technology,Information Technology Services
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology
VSAT,ViaSat Inc.,Technology,Communication Equipment
VSBN,"VSB Bancorp, Inc.",Financial,Regional - Northeast Banks
VSCI,Vision-Sciences Inc.,Healthcare,Medical Appliances & Equipment
VSEC,VSE Corp.,Services,Technical Services
VSH,Vishay Intertechnology Inc.,Technology,Semiconductor - Broad Line
VSR,Versar Inc.,Services,Technical Services
VSTM,"Verastem, Inc.",Healthcare,Biotechnology
VTNC,Vitran Corp Inc.,,
VTNR,"Vertex Energy, Inc.",Industrial Goods,Waste Management
VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities
VTSS,Vitesse Semiconductor Corp.,Technology,Semiconductor - Integrated Circuits
VTUS,Ventrus Biosciences Inc.,Healthcare,Drug Manufacturers - Major
VVUS,VIVUS Inc.,Healthcare,Biotechnology
VVTV,ValueVision Media Inc.,Services,Catalog & Mail Order Houses
VVC,Vectren Corporation,Utilities,Diversified Utilities
VYFC,Valley Financial Corporation,Financial,Regional - Mid-Atlantic Banks
VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic
WAB,Westinghouse Air Brake Technologies Corporation,Services,Railroads
WABC,Westamerica Bancorp.,Financial,Regional - Pacific Banks
WAFD,Washington Federal Inc.,Financial,Savings & Loans
WAG,Walgreen Co.,Services,Drug Stores
WAGE,"WageWorks, Inc.",Services,Management Services
WAIR,"Wesco Aircraft Holdings, Inc.",Services,Industrial Equipment Wholesale
WAL,Western Alliance Bancorporation,Financial,Regional - Pacific Banks
WAT,Waters Corporation,Technology,Scientific & Technical Instruments
WAVE,NEXTWAVE WIRLESS,,
WAVX,Wave Systems Corp.,Technology,Security Software & Services
WAYN,Wayne Savings Bancshares Inc.,Financial,Savings & Loans
WBCO,Washington Banking Co.,Financial,Regional - Pacific Banks
WBMD,WebMD Health Corp.,Technology,Healthcare Information Services
WBS,Webster Financial Corp.,Financial,Regional - Northeast Banks
WCC,WESCO International Inc.,Services,Industrial Equipment Wholesale
WCG,"WellCare Health Plans, Inc.",Healthcare,Health Care Plans
WCN,Waste Connections Inc.,Industrial Goods,Waste Management
WCRX,Warner Chilcott plc,,
WD,"Walker & Dunlop, Inc.",Financial,Real Estate Development
WDAY,"Workday, Inc.",Technology,Application Software
WDC,Western Digital Corporation,Technology,Data Storage Devices
WDFC,WD-40 Company,Basic Materials,Specialty Chemicals
WDR,"Waddell & Reed Financial, Inc.",Financial,Asset Management
WEC,Wisconsin Energy Corp.,Utilities,Electric Utilities
WEN,The Wendy's Company,Services,Restaurants
WEST,"Andalay Solar, Inc.",Services,Electronics Wholesale
WEBK,"Wellesley Bancorp, Inc.",Financial,Regional - Northeast Banks
WETF,"WisdomTree Investments, Inc.",Financial,Asset Management
WFBI,WashingtonFirst Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks
WEYS,Weyco Group Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
WFD,Westfield Financial Inc.,Financial,Regional - Northeast Banks
WFM,"Whole Foods Market, Inc.",Services,Grocery Stores
WFC,Wells Fargo & Company,Financial,Money Center Banks
WFT,Weatherford International Ltd.,Basic Materials,Oil & Gas Equipment & Services
WG,Willbros Group Inc.,Basic Materials,Oil & Gas Equipment & Services
WGA,Wells-Gardner Electronics Corp.,Technology,Diversified Electronics
WGL,WGL Holdings Inc.,Utilities,Gas Utilities
WGO,"Winnebago Industries, Inc.",Consumer Goods,Recreational Vehicles
WHG,Westwood Holdings Group Inc.,Financial,Asset Management
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Financial,REIT - Retail
WHR,Whirlpool Corp.,Consumer Goods,Appliances
WIBC,Wilshire Bancorp Inc.,Financial,Regional - Midwest Banks
WIFI,"Boingo Wireless, Inc.",Technology,Information Technology Services
WINA,Winmark Corp.,Services,"Specialty Retail, Other"
